,OrderID,CustomerID,ProductID,ProductName,Category,Price,Quantity,OrderDate,DeliveryDate,PaymentMethod
220,c99f907d-55ca-4777-86ec-cceacee74295,2cf48bf2-fd19-4a40-a981-b62771c0e702,ELEC-00005,Tablet B,Electronics,800.0,4.0,7/8/2020,7/16/2020,Credit Card
221,cbe606f7-3151-424e-a406-1e68a84df2af,e41318b7-2a2d-4b1b-ae05-9108b4377789,APPL-00010,AC,Appliances,800.0,4.0,6/3/2020,6/5/2020,Credit Card
222,6490d164-e5fb-47a1-badd-a3b55b50e13c,dca5a6d5-0d60-4ba7-b282-b7e7c2079298,CLOT-00005,Pants,Clothes,60.0,5.0,3/31/2023,4/3/2023,Cash
225,6baa3cb0-9f03-4c4e-a9fa-db6d3f5e4d43,8fe693d3-1ccb-4274-be31-007fe950f79e,CLOT-00004,T-Shirt,Clothes,20.0,3.0,8/22/2021,8/24/2021,PayPal
226,4c6cad50-3099-49b2-919c-4f5af2ae7ae5,5bc5c1ce-edf8-4cdd-ac52-90367a011aba,APPL-00003,Wardrobe,Appliances,500.0,10.0,1/27/2021,1/29/2021,Cash
227,6597dc61-39e8-468d-8169-426657168738,971f0d11-f5c7-482d-be31-90b094007774,INST-00005,Piano,Instruments,5000.0,6.0,9/17/2022,9/18/2022,PayPal
229,a7f7ba59-41cc-4067-b6de-c4d0431e7286,cd8e4205-aa89-4174-a664-45beb6fae02b,APPL-00007,Bench,Appliances,150.0,3.0,1/2/2023,1/9/2023,Cash
230,6c0ef847-5014-41ee-b9b0-e0d552c84d36,e8d5b6ad-163a-4bb3-b44a-1f63ba56a27c,INST-00005,Piano,Instruments,5000.0,6.0,3/7/2022,3/8/2022,Cash
231,ae5fbe9a-a614-4d13-b25d-46226babafa4,37c86cf3-9c89-4f7f-81ad-d897f994070a,CLOT-00001,Jacket,Clothes,100.0,5.0,3/25/2020,3/30/2020,Cash
232,26f29160-9f9a-4924-8d29-1a365e92c853,971f0d11-f5c7-482d-be31-90b094007774,CLOT-00003,Shirt,Clothes,30.0,9.0,2/21/2022,2/24/2022,Cash
233,efd795b9-0699-434c-8e45-476330ff2a47,ebfef189-a83b-4b43-9d82-fee80a79d495,APPL-00008,TV,Appliances,1000.0,3.0,1/1/2021,1/9/2021,Unknown
235,3120f34b-c9c8-412d-86a9-ecee3f655354,4662f316-6501-42da-891c-aa1f99664e74,INST-00005,Piano,Instruments,5000.0,1.0,6/8/2020,6/14/2020,PayPal
236,cb429c0a-5c99-4546-92c8-3ff325053519,81617df3-5373-4f42-9991-5b64192c4662,ELEC-00003,Laptop B,Electronics,2000.0,1.0,6/17/2020,6/22/2020,Credit Card
237,cf8f948a-4743-4f6a-a2f5-9fbe494b383b,c07d330f-bfcf-4dd0-a601-48ee7f0d4f5b,APPL-00012,Freezer,Appliances,800.0,2.0,4/2/2021,4/6/2021,Cash
242,d575aca9-2066-4059-9341-625b979556ee,2ce4f93c-a987-4518-9f19-930efb771898,APPL-00008,TV,Appliances,1000.0,2.0,6/28/2023,7/3/2023,Cash
246,36049c94-9d61-4391-a4de-7bbef407b016,127f6a3a-e728-4cd0-8934-9cb43afd552a,ELEC-00003,Laptop B,Electronics,2000.0,4.0,6/24/2020,6/26/2020,Cash
247,015331a4-ccb4-493f-a62d-c8381e456302,a9c95d43-ba26-4b00-8526-44b4a9b24207,ELEC-00004,Tablet A,Electronics,400.0,6.0,10/17/2023,10/18/2023,PayPal
249,4d4be6f8-92d7-4552-88f9-8a65d867865d,096fce41-92b6-4ffb-ba98-80e43d014ce1,INST-00005,Piano,Instruments,5000.0,4.0,8/30/2022,9/23/2022,Credit Card
251,c01569f5-8a04-4e6f-837a-76e826a67bb0,b0b65783-b5d4-45b1-a964-ef2ddb0633d3,APPL-00005,Rack,Appliances,50.0,10.0,9/22/2021,9/26/2021,PayPal
253,f3e74b2c-e0a0-4c65-9b1e-4f2db43d4afe,7f1d0b3d-6128-4c66-8d4b-2f5111ed5008,CLOT-00005,Pants,Clothes,60.0,4.0,5/31/2022,6/8/2022,Credit Card
254,c0912231-bf98-4462-bf6d-8d464ae1cb49,66d3e5a7-95f9-4709-b8d1-946ffe29b3ee,INST-00005,Piano,Instruments,5000.0,5.0,12/14/2021,12/16/2021,Credit Card
255,8cd2afa3-94d2-43de-8da5-4143b354a827,2404b7dc-8fdb-42db-bf83-11258c0f8a32,CLOT-00005,Pants,Clothes,60.0,6.0,5/13/2020,5/20/2020,Credit Card
256,3b78021f-a9ef-4ae7-b3c3-7b3082d1905b,b3a76e48-272c-49b3-bead-dfead26584c7,INST-00004,Flute,Instruments,100.0,1.0,1/30/2023,2/4/2023,PayPal
258,046f3e07-e521-41f8-8331-b72e1e3dae90,deb7bf53-7281-43c5-9ef0-7eb498decdfa,APPL-00012,Freezer,Appliances,800.0,1.0,11/25/2020,11/25/2020,PayPal
259,fbd431ef-ddbe-4401-9852-95f15d32a390,aa7c9ba1-92e2-4950-a620-e402a399c510,APPL-00005,Rack,Appliances,50.0,8.0,10/2/2023,10/2/2023,Unknown
263,89cfaa13-c999-468d-8287-ff90098267f8,28d581e3-9722-466d-83b5-bb53a68305a9,APPL-00002,Table,Appliances,200.0,4.0,11/19/2021,11/26/2021,PayPal
265,a836f78d-d1a6-4cad-be04-e6800aa641c5,0e9962de-0d8b-4823-96c8-b557253c3f8a,INST-00004,Flute,Instruments,100.0,4.0,6/14/2020,6/17/2020,PayPal
269,a83e7901-c656-478e-88a3-8e7262a29666,cd18480c-de6d-452f-b34f-0954bba87c1a,INST-00004,Flute,Instruments,100.0,5.0,11/11/2020,11/15/2020,Credit Card
271,70cd870a-8b29-4cab-b927-a4bf57d5be49,675c7f11-d1bf-4a26-b8ea-5238b696e39e,APPL-00012,Freezer,Appliances,800.0,9.0,11/19/2021,11/28/2021,PayPal
273,41afb513-7b06-4e0e-9fc7-96295c30a218,16f064e7-e0b1-4715-8287-6b8a5ea9fb88,APPL-00002,Table,Appliances,200.0,6.0,2/25/2023,3/5/2023,Cash
274,0bf684ec-dea5-4c85-b67b-868985986b64,59b7254b-7de7-438f-a02a-4357ef75a711,CLOT-00002,Skirt,Clothes,50.0,1.0,11/15/2022,11/23/2022,PayPal
275,f6d55dfe-c051-4099-9cc0-9fcf59a06870,18ea417f-cde8-40d9-899a-282f3d6f8932,ELEC-00001,Phone X,Electronics,800.0,6.0,4/14/2021,4/19/2021,Cash
277,338e0c70-955a-4012-afd6-7eec89a9df94,cc11cd94-3e00-48c6-a64b-c4e7809ca70b,APPL-00004,Shelves,Appliances,100.0,4.0,1/26/2023,1/27/2023,PayPal
278,3344fe2d-446b-4f23-add8-909451beab93,e3e2766b-6469-42c6-90f2-092914e86b24,ELEC-00005,Tablet B,Electronics,800.0,3.0,6/14/2020,6/16/2020,Credit Card
279,ab3bac6f-4685-4bb4-924c-cc551c21906c,8afb3288-3fca-4131-afd2-661e6086ad8e,ELEC-00001,Phone X,Electronics,800.0,2.0,6/11/2021,6/18/2021,Credit Card
281,00ad7f3e-2169-475f-a45c-2b265c214a1f,85a828e6-e883-4c8c-93a9-07ffe893111e,APPL-00001,Chair,Appliances,50.0,5.0,6/23/2022,6/28/2022,Credit Card
282,80ba0941-0a7f-4496-a6ec-01398b48d13e,13fda308-f6cc-41b3-859c-e94318db81a9,ELEC-00003,Laptop B,Electronics,2000.0,5.0,7/16/2022,7/18/2022,Credit Card
285,aa48bc8a-7991-4df5-bb89-7f7216182e69,1da25392-c48d-4314-8f5f-8e9427a864af,INST-00003,Bass,Instruments,600.0,9.0,2/19/2023,2/25/2023,Unknown
286,82ab45b4-85fb-40a8-b308-5654a829f3bc,ce8029bc-4a9a-42c6-9807-f7992126cb20,APPL-00012,Freezer,Appliances,800.0,9.0,4/14/2021,4/21/2021,Cash
287,efb7bfc7-a402-4e08-aa57-713391049f16,099f7a54-7be7-4ba9-8ff6-226aeda26c80,APPL-00010,AC,Appliances,800.0,5.0,3/3/2023,3/12/2023,PayPal
288,26527364-0028-4ab2-9de8-b7da97903b8c,b541b15e-3808-4b90-960b-60d4926ea73a,APPL-00004,Shelves,Appliances,100.0,7.0,7/2/2021,7/10/2021,Credit Card
289,8870a2a2-6dcc-48be-aba5-13f15e8b8b3f,f52e7b62-737f-43b1-9ad7-82f364843eaa,APPL-00002,Table,Appliances,200.0,10.0,5/17/2022,5/18/2022,Cash
290,4064b4aa-83e9-47c9-acea-239a917ee332,34e10f8c-9be0-455d-b5ae-05c9b3f72352,ELEC-00003,Laptop B,Electronics,2000.0,10.0,12/15/2022,12/23/2022,PayPal
292,68023fab-34fc-4bc4-9050-ec270ac02ec8,f44e53d1-acba-48af-8b9c-4288d8f138a4,CLOT-00003,Shirt,Clothes,30.0,3.0,10/7/2020,10/14/2020,PayPal
294,b1577f48-9902-419e-b765-7db42b2c0b13,d325ddfa-2cf4-4e6c-865f-739bf3c8921b,APPL-00004,Shelves,Appliances,100.0,10.0,8/25/2023,8/31/2023,PayPal
295,3c656073-04da-4d2e-a481-952c3799de91,f4f86f5a-ae3b-479d-a59f-41eb6a6d67a2,APPL-00001,Chair,Appliances,50.0,2.0,7/16/2020,7/16/2020,Cash
296,f0238c25-4bbb-474b-8b95-e3a1600a533b,a55088fd-16d1-46d4-aafc-faae2143ca08,APPL-00006,Stool,Appliances,30.0,9.0,4/17/2020,4/18/2020,Credit Card
298,61618eae-6c8c-429e-98a3-13964af445f0,e64ac7b4-9bdf-4ecd-81a6-657f4cfc945e,APPL-00008,TV,Appliances,1000.0,7.0,9/2/2020,9/5/2020,Cash
299,7b4ef030-aae3-4f55-85ba-52f3013259b6,51f76a52-e726-4c7e-bd84-f983e2644eb7,APPL-00006,Stool,Appliances,30.0,1.0,7/27/2021,7/29/2021,PayPal
300,1a6ecccd-5f10-44f3-a0fd-20321e2e094f,9a0f76b1-9225-4863-8bd4-62559e279afb,CLOT-00005,Pants,Clothes,60.0,9.0,10/20/2021,10/23/2021,PayPal
301,04c52ef0-ff92-47b8-91ca-f205e11c31ff,e66f42c6-3e6d-4156-8d18-71d75de056da,INST-00003,Bass,Instruments,600.0,3.0,3/21/2020,3/25/2020,Unknown
303,915c8b89-4d57-4d58-9802-54be12929bac,7952ed22-095f-4e9b-8ef2-193826ece842,CLOT-00005,Pants,Clothes,60.0,1.0,6/2/2022,6/5/2022,Credit Card
304,e85103d1-8542-458a-8cc7-f062558b84cf,60d8563b-d98f-4beb-a58f-03ccc47d2061,APPL-00010,AC,Appliances,800.0,10.0,10/21/2022,10/25/2022,PayPal
307,a9370ede-e2d8-498d-aea7-d01cc1213a52,ca84f4a0-78b6-4cbf-9400-0b6c05b38720,ELEC-00005,Tablet B,Electronics,800.0,1.0,9/28/2022,9/30/2022,Cash
308,1cf07244-2bd7-4254-89e6-438e4bc10100,21eaf3a3-f38e-4ad3-9999-1608475a2be1,APPL-00007,Bench,Appliances,150.0,8.0,10/21/2022,10/26/2022,Unknown
310,c11dcd12-0785-4a8b-9bcc-c12b8525146f,f8882063-687c-4804-a560-58ec419b1751,APPL-00003,Wardrobe,Appliances,500.0,3.0,10/25/2023,11/3/2023,PayPal
311,875dcf96-7144-4413-9c25-217749f278a2,108737b3-89c2-40f4-a5ab-9151c74ef6b3,APPL-00006,Stool,Appliances,30.0,10.0,7/20/2022,7/23/2022,Cash
313,53f25e83-f942-4048-b841-ca0ecb0485b7,0fe20beb-0c60-400b-903c-fcca0a2f08bb,APPL-00008,TV,Appliances,1000.0,6.0,8/23/2022,8/27/2022,Cash
314,97f5fc39-6575-45a8-b558-badb5a8dd89b,36824242-b7fa-49d5-a3d1-1d87d27e521d,APPL-00005,Rack,Appliances,50.0,5.0,8/3/2020,8/6/2020,Credit Card
316,a71d6468-5d5d-4cc5-b628-97dbae20916d,f4b6b614-0fc1-49d3-9748-e6fb2a13f2f5,CLOT-00003,Shirt,Clothes,30.0,5.0,3/24/2022,3/29/2022,Cash
317,30bd7af0-1034-41bb-aa02-8c99e215a856,e20fb55d-dc8d-4393-8eb1-ea7bff552727,ELEC-00004,Tablet A,Electronics,400.0,9.0,9/2/2020,9/10/2020,PayPal
318,7ca9150d-2e19-4891-bfa3-fc4c3cf91761,359c6043-0a70-4510-a618-00f68439165a,CLOT-00005,Pants,Clothes,60.0,4.0,5/7/2022,5/9/2022,PayPal
322,52a9f9d0-f31f-4a20-9224-a3d2a11cc78c,3ee773c1-6bfc-4530-af8d-07ee3875aba3,INST-00005,Piano,Instruments,5000.0,10.0,5/25/2020,6/1/2020,Credit Card
323,934b2f98-1825-4292-8074-a4b5135a8168,36976a46-75a0-44ce-8b7a-48ca1514e1c6,APPL-00011,Microwave,Appliances,200.0,10.0,8/9/2023,8/13/2023,Cash
328,eaa4318f-930f-4d59-b1c7-3da57cc15d90,fc7152e2-fa0d-46da-aa13-e30df3deddb3,ELEC-00004,Tablet A,Electronics,400.0,8.0,11/30/2022,12/1/2022,Unknown
329,c798b106-930b-4305-9b70-6f695acad5c3,f51dc92f-2d70-4067-81a9-6de4e56c44ae,APPL-00011,Microwave,Appliances,200.0,8.0,3/26/2023,4/30/2023,Cash
330,40b1062b-1f4d-424e-9a88-08e10299ee88,60d443e5-a085-4f1f-84cf-673cddb80f23,CLOT-00002,Skirt,Clothes,50.0,3.0,3/13/2020,3/21/2020,Cash
332,f24b42a1-3d80-4960-8b9b-23c71c403a20,37764780-0399-4eca-8d9e-cbd8c41b6bfe,ELEC-00004,Tablet A,Electronics,400.0,3.0,2/10/2023,2/10/2023,Credit Card
335,98f64dd3-9e3a-4660-a1ff-a7c410c196a0,0452d744-d3a1-41e1-a084-99807df7c32d,APPL-00010,AC,Appliances,800.0,3.0,9/8/2022,9/10/2022,Credit Card
336,6aead908-4ce1-4905-8597-9c5af8f04262,837deed1-b1b9-4367-b962-e38777f7deb4,INST-00005,Piano,Instruments,5000.0,2.0,5/14/2022,5/22/2022,Credit Card
337,c9835308-7535-4120-8155-7aff53e2093a,295c36e7-225b-432d-b723-726aee26dcc4,CLOT-00001,Jacket,Clothes,100.0,10.0,7/31/2020,8/9/2020,Unknown
338,5fac4c79-951b-44f3-b923-d7999e66ed3b,4c90bc11-bacf-44df-877b-dfb52f94a951,CLOT-00002,Skirt,Clothes,50.0,2.0,11/15/2021,11/20/2021,PayPal
339,7902f2d3-316e-4765-8f73-6b3d4fc94e22,e3b2394f-3113-4e1f-87e5-bc2b30061048,CLOT-00001,Jacket,Clothes,100.0,4.0,3/21/2021,3/27/2021,Credit Card
340,680617ed-304c-435c-b7f3-b44ba19e64eb,5e984b24-8bc4-4761-8531-30e143a9cbe6,APPL-00001,Chair,Appliances,50.0,4.0,2/2/2022,2/3/2022,Cash
341,80f08101-2748-4332-994c-6c0224c90d77,1b4d8768-3ab7-44a0-aa4e-0f43cf50df0c,INST-00003,Bass,Instruments,600.0,8.0,5/28/2021,5/31/2021,Credit Card
343,0ab035ed-98b7-4590-a4fe-2d35ff8f67bf,7ccfc652-9618-4345-961a-c5c699a7e8d0,ELEC-00004,Tablet A,Electronics,400.0,10.0,9/23/2022,9/24/2022,Cash
345,4ff8a826-8625-4fab-8984-2f5079297fac,86c48be8-5732-4dbb-84aa-f67770dc7df9,APPL-00001,Chair,Appliances,50.0,5.0,8/12/2021,8/14/2021,PayPal
347,63e676c2-c1a5-42c2-b345-0fd42a9259ba,665d1bab-70da-4f1b-aaa9-b476f3a01df5,APPL-00010,AC,Appliances,800.0,3.0,9/14/2021,9/19/2021,Credit Card
348,8dfaca1f-a505-4ee3-b094-f2cdaa44f418,f4d90d33-10c8-4c46-b2b8-ab0d20e6c6de,APPL-00001,Chair,Appliances,50.0,10.0,4/12/2023,4/12/2023,Unknown
349,928f831d-0379-4991-8dcf-96c3b7924f44,7658c9dd-1b05-475a-b15b-22ceb92ead37,ELEC-00005,Tablet B,Electronics,800.0,10.0,8/18/2020,8/25/2020,PayPal
350,d4643c23-6283-4da1-9dbe-a522f2bf33e6,30c6f1bb-5432-4300-8d20-550d56582232,APPL-00004,Shelves,Appliances,100.0,7.0,1/19/2022,1/22/2022,Cash
352,10290bcf-a37e-4030-a80b-44b43171f90c,1b8d99d1-6bb6-4f0d-8ffb-32231ab96b8a,ELEC-00001,Phone X,Electronics,800.0,5.0,4/4/2021,4/9/2021,Unknown
353,a129b10c-5547-4967-84c9-e115ad639237,a1836115-b082-4fa0-b8f2-c2e47978215f,APPL-00003,Wardrobe,Appliances,500.0,10.0,2/11/2021,2/13/2021,Credit Card
354,042d93ba-ea6c-4a48-b5d7-97fc327f72db,254fc254-b774-4b44-9049-dc1a3fb2d979,INST-00005,Piano,Instruments,5000.0,6.0,1/11/2020,1/12/2020,Credit Card
355,286c021f-d79f-4f4f-a075-d9bbd90f01b7,b8feaaf9-be61-448c-bc5a-a0db045d4d3a,APPL-00009,Fridge,Appliances,1000.0,4.0,6/8/2022,6/11/2022,PayPal
357,6b0d0db1-59d4-41f7-94fb-e8c6af1a4c8e,f82eb1de-55b4-480a-8106-ca8f313b9be4,CLOT-00001,Jacket,Clothes,100.0,10.0,6/6/2023,6/10/2023,Credit Card
362,177e478c-c92e-423b-bfdb-94d12b508ca6,bc3e1966-97b5-428c-85b4-40a896db9837,CLOT-00001,Jacket,Clothes,100.0,8.0,8/4/2020,8/6/2020,PayPal
363,da643685-9c62-4d78-ab53-b317cd86188d,d3861e9a-c928-4da9-a461-75cf4409abcd,APPL-00004,Shelves,Appliances,100.0,3.0,9/27/2021,9/29/2021,PayPal
364,570ebdc5-abae-4ba3-a5d0-b19a3d483a1b,c5a461d8-df17-41d2-846e-d2facf489879,INST-00004,Flute,Instruments,100.0,9.0,2/25/2020,3/4/2020,Credit Card
366,ce942bab-736d-43b6-b674-d47eb096871f,f8ef6648-9211-41e9-a9dc-3501e3e530c3,APPL-00001,Chair,Appliances,50.0,8.0,7/21/2023,7/30/2023,Credit Card
367,fc150943-e394-4c38-84b1-be7e8162ad06,ef3cc956-66c7-4dea-a9a4-c776115bb4e9,APPL-00004,Shelves,Appliances,100.0,4.0,4/23/2020,4/27/2020,PayPal
369,8617cec7-3e71-44df-9339-0ecfbcb6295c,2ec9dee6-290c-4328-8f90-5c39a7e8930c,CLOT-00003,Shirt,Clothes,30.0,1.0,1/1/2022,1/9/2022,PayPal
372,e5f68e62-45cc-4c4b-9a6f-f734827098fe,e813fd49-635f-4286-892a-4e9012042852,CLOT-00003,Shirt,Clothes,30.0,8.0,5/18/2020,5/18/2020,Cash
373,5295819e-a83c-4da3-b4fb-935ff7129552,ca1a4351-8d0a-400f-9016-bbe2388b7ba5,APPL-00012,Freezer,Appliances,800.0,2.0,1/23/2021,2/1/2021,Credit Card
374,48539140-7b80-48ac-b558-28aabb0f6142,2a4b47e3-eca0-4eeb-a89b-112f03111325,INST-00003,Bass,Instruments,600.0,1.0,7/14/2022,7/20/2022,Cash
375,8b275bd4-fda0-4cdb-be08-ecd8d18d4631,bb19125b-bb84-49e1-b038-ba0e7d1acf6a,CLOT-00003,Shirt,Clothes,30.0,8.0,1/29/2022,2/3/2022,PayPal
376,05536c48-820c-41f4-a7a1-564b6dce1422,0e520178-08ec-417c-96d7-32f860d3790b,APPL-00007,Bench,Appliances,150.0,4.0,7/25/2021,8/2/2021,PayPal
377,ee4c7d15-fc6d-4ad7-b1c6-7cab2ab18ae5,3617acf0-231c-4bab-9cbb-0c784a2662d6,CLOT-00004,T-Shirt,Clothes,20.0,9.0,11/19/2021,11/25/2021,Unknown
378,c0921036-847f-4b14-83fc-526225dd844d,4e6d7b9b-a05c-4d08-9acb-18f5ba7567c2,APPL-00007,Bench,Appliances,150.0,8.0,2/18/2020,2/21/2020,PayPal
380,e0cdf827-72e1-40b1-9a20-73271919d89b,a8737005-bf21-426e-b9aa-ec6f21113e94,INST-00003,Bass,Instruments,600.0,5.0,9/20/2021,9/20/2021,Cash
381,4052af2b-26c6-40cc-bcd1-a5c9f7dbeff5,42c420e5-0053-4dad-b1a5-b2dec8eb51d1,CLOT-00004,T-Shirt,Clothes,20.0,1.0,6/11/2020,6/16/2020,Credit Card
382,6a8b5629-6e0c-45ef-ae19-6a991827565b,a4aab05b-8549-46a9-88db-d0f719d467cb,CLOT-00003,Shirt,Clothes,30.0,3.0,12/29/2020,1/6/2021,Credit Card
383,38a1c1bb-ab0e-42e2-9a45-5c08e70c6636,47ed2f51-1f46-4f68-837d-ae57ad0e8911,CLOT-00002,Skirt,Clothes,50.0,7.0,10/7/2022,10/12/2022,PayPal
384,4903f0c4-f627-42a8-b7a5-f3ab6174744a,11084415-6db2-4009-a191-592dbd3453ca,CLOT-00002,Skirt,Clothes,50.0,10.0,1/27/2023,2/4/2023,Cash
386,4eab7301-e407-480e-a232-6e456b7d61c2,a0ae9f7b-a4d6-4560-8abe-b400dc6ca8ae,APPL-00004,Shelves,Appliances,100.0,5.0,3/5/2020,3/5/2020,Credit Card
387,e1d71e0a-eb52-49fe-acd6-62f33c371e49,a3e0a204-1596-4eba-823c-fd7250549017,ELEC-00005,Tablet B,Electronics,800.0,8.0,2/7/2021,2/11/2021,Cash
388,c8f32dd9-0bc9-47b1-9cc5-55ff8afd850c,5e02bba0-20ca-4453-9dd8-dbd4922656b8,APPL-00004,Shelves,Appliances,100.0,2.0,11/7/2021,11/11/2021,Cash
389,d98c79e5-5e51-4b50-ace9-62196d7a6de2,e1fb410a-87b2-4ff1-8b05-39c16911356a,CLOT-00005,Pants,Clothes,60.0,3.0,5/6/2020,5/10/2020,PayPal
390,82344fbd-fb57-4430-80c8-9878ce1d703b,94ea8cf4-258b-4d3c-a9a4-d099acbbdfa4,INST-00001,Guitar,Instruments,500.0,7.0,8/4/2021,8/12/2021,Unknown
393,6e8faea1-504f-4dbf-822b-26cc4e1a24cb,5e9d64b7-e715-409d-bf5f-2a0f55dab7a8,INST-00003,Bass,Instruments,600.0,9.0,8/28/2022,8/31/2022,Credit Card
395,5c878424-b7f4-4562-9596-5adb82aba34a,7b825b0e-0ecd-480c-ad79-eb7d0faa04ab,INST-00005,Piano,Instruments,5000.0,1.0,8/22/2023,8/31/2023,Credit Card
397,cdf5be69-0824-491d-aaf5-3d8b45a3adf9,f3ae325c-dbfe-4588-b876-d11307bbef44,INST-00002,Drum,Instruments,1000.0,2.0,3/24/2021,3/31/2021,PayPal
398,4f9a10ad-2a2c-4cdd-9fb8-2c2487dfde0e,3f13f2b6-9fa5-4355-8fd3-f2e6bc9a707a,APPL-00005,Rack,Appliances,50.0,8.0,8/2/2022,8/4/2022,PayPal
399,9ebe0698-039a-4160-a87a-783cb7a671b0,de474bee-3a47-4f27-ace7-ba1a37ac92ad,APPL-00007,Bench,Appliances,150.0,5.0,2/17/2022,2/24/2022,Credit Card
400,68d2b0e6-50c4-4814-b238-bd824bcd5a37,6cc5882f-9403-4911-800d-21d32e865668,ELEC-00003,Laptop B,Electronics,2000.0,1.0,3/24/2021,3/31/2021,PayPal
401,75298853-1a5a-4df8-95cd-f5674100c4cb,81c265a6-069c-4377-b0d6-d9ee4e70f5ca,APPL-00001,Chair,Appliances,50.0,1.0,9/24/2020,10/1/2020,Cash
405,9ee8b5da-fc6a-4e27-94ea-2f025517ff30,6b21ecfd-9dff-44b7-af16-fdcf6621d3c8,APPL-00007,Bench,Appliances,150.0,5.0,7/30/2022,8/4/2022,PayPal
406,7a301f08-4e1b-417d-bfa8-1191ff6da826,4fe26884-ceb8-40cf-b06b-51503b348bc6,APPL-00012,Freezer,Appliances,800.0,7.0,1/30/2021,2/1/2021,Credit Card
408,4e130bd1-86f9-48be-9c9e-0a5dee7e5baf,18d17edd-301e-432a-a6ad-a9c0f6117045,APPL-00002,Table,Appliances,200.0,1.0,5/26/2022,5/27/2022,PayPal
409,605cbcf8-a9c0-448c-8c86-2f64e5db0061,7d943c87-71bb-495a-9ab8-7e89d87d9bad,INST-00001,Guitar,Instruments,500.0,3.0,5/22/2023,5/24/2023,Credit Card
410,60213fae-fa35-4733-8146-ebf7dd07f4d5,348a90fe-104d-4e32-8a3b-c4f2e1c0a4f5,APPL-00005,Rack,Appliances,50.0,3.0,3/27/2021,4/5/2021,Credit Card
411,fb35bd34-6ef8-45de-95b6-258224b47ff7,cb07d52c-6bf5-4aa0-9808-64236255dfcd,APPL-00002,Table,Appliances,200.0,2.0,1/23/2021,1/26/2021,Cash
414,8b4ad2be-05a6-4f93-b873-ab2677d2651c,6268e2bb-05ec-4253-aae0-62e7233d1b6a,INST-00002,Drum,Instruments,1000.0,10.0,10/16/2022,10/16/2022,Unknown
415,999822c7-a686-4518-b155-c9c3676dd3e4,09ac6261-43f0-4891-9fa3-d034b4553128,INST-00002,Drum,Instruments,1000.0,7.0,10/31/2022,11/6/2022,Cash
416,bc33e7b3-2238-4ce7-bb48-6f6c5ec19df0,876462f3-84d3-42ed-ab3f-dccc208855ba,CLOT-00001,Jacket,Clothes,100.0,3.0,7/6/2021,7/6/2021,PayPal
418,71d9549b-7572-4c13-bf53-bf36658cd7f2,de88b77d-f319-4487-9963-e0f8409b0b40,INST-00005,Piano,Instruments,5000.0,3.0,12/11/2022,12/16/2022,Credit Card
419,fddd8b2b-9df5-4e39-a91d-6c4d91c88a9d,23d41ea3-e85e-4fe6-b4a6-50804724ae5b,APPL-00004,Shelves,Appliances,100.0,1.0,3/18/2020,3/27/2020,Unknown
421,791acf6b-d068-4eaa-8130-9fbe7fc655ed,385cdca9-3b08-4617-8e6a-45457e03a105,ELEC-00002,Laptop A,Electronics,1000.0,6.0,11/24/2022,12/29/2022,Cash
423,a551fe51-b2d2-47d2-b855-cf46cfea3dd2,6daddacd-de6e-47eb-b91f-bdad893aed22,CLOT-00003,Shirt,Clothes,30.0,5.0,4/25/2022,5/4/2022,PayPal
424,b93bfb0d-f9b3-4e44-adc9-a6b12c3ec2d5,ee39ee10-dbc5-4b55-bcdf-72fff9d37bfa,APPL-00003,Wardrobe,Appliances,500.0,9.0,1/19/2020,1/27/2020,Unknown
425,395fefd0-3422-426f-a507-f3cb3cd7ef57,66e6de71-aeb3-4582-857a-c4672ba2e668,APPL-00012,Freezer,Appliances,800.0,10.0,6/23/2020,6/24/2020,Cash
426,ecfe3ad9-78c3-4d87-b533-d4244928f0a6,88868c2f-ac93-4806-9abf-deb0e26221ae,ELEC-00004,Tablet A,Electronics,400.0,8.0,4/25/2020,5/1/2020,PayPal
429,41257850-f5e2-4ffe-87b4-042f814f0e90,d81bf10b-b56d-48ca-b521-6313e9c1ead1,INST-00004,Flute,Instruments,100.0,4.0,5/5/2021,5/12/2021,Cash
431,a96fd4bc-cfcc-42f1-b203-cb476cd0b6bf,2214dc1d-9134-41aa-8b53-892be6603c47,ELEC-00001,Phone X,Electronics,800.0,6.0,1/5/2021,1/11/2021,PayPal
432,076db245-426d-4eaa-979d-9e5d9d20fce4,ea4b92a3-2a09-4d5a-b2f2-4a541f431260,ELEC-00002,Laptop A,Electronics,1000.0,5.0,10/10/2023,10/12/2023,PayPal
434,c2ce7a6e-ad84-47f5-ad26-02fcf907c43a,a0cca6c7-d3bf-45a3-ac00-df0c2503436c,CLOT-00003,Shirt,Clothes,30.0,8.0,9/1/2020,9/8/2020,PayPal
435,71103199-6be7-414e-882d-7162b5df1cbe,f5a45851-0b8f-48bc-b4e7-410cec23b6c4,APPL-00007,Bench,Appliances,150.0,2.0,2/2/2022,2/5/2022,PayPal
436,15d5ee92-614f-439f-92e4-3bc79395ac4b,4b1222a5-a85a-4649-bbd7-f495941a0264,CLOT-00002,Skirt,Clothes,50.0,4.0,11/8/2020,11/13/2020,Unknown
440,d7493946-0d19-4c0e-a037-a985061a6f4f,0e6831fc-a7a4-41b4-b861-41f747702832,CLOT-00001,Jacket,Clothes,100.0,1.0,2/12/2021,2/21/2021,Cash
